1.000000000000000e+000,2.568346e-002,2.568346e-002
1.023292992280754e+000,2.628171e-002,2.568346e-002
1.047128548050899e+000,2.689388e-002,2.568346e-002
1.071519305237606e+000,2.752032e-002,2.568346e-002
1.096478196143185e+000,2.816135e-002,2.568346e-002
1.122018454301963e+000,2.881732e-002,2.568346e-002
1.148153621496882e+000,2.948856e-002,2.568346e-002
1.174897554939529e+000,3.017543e-002,2.568346e-002
1.202264434617413e+000,3.087831e-002,2.568346e-002
1.230268770812381e+000,3.159756e-002,2.568346e-002
1.258925411794167e+000,3.233356e-002,2.568346e-002
1.288249551693134e+000,3.308671e-002,2.568346e-002
1.318256738556407e+000,3.385739e-002,2.568346e-002
1.348962882591653e+000,3.464603e-002,2.568346e-002
1.380384264602885e+000,3.545304e-002,2.568346e-002
1.412537544622754e+000,3.626000e-002,2.567012e-002
1.445439770745927e+000,3.712390e-002,2.568346e-002
1.479108388168207e+000,3.798862e-002,2.568346e-002
1.513561248436208e+000,3.887349e-002,2.568346e-002
1.548816618912481e+000,3.977897e-002,2.568346e-002
1.584893192461113e+000,4.070554e-002,2.568346e-002
1.621810097358929e+000,4.165370e-002,2.568346e-002
1.659586907437560e+000,4.262393e-002,2.568346e-002
1.698243652461744e+000,4.361677e-002,2.568346e-002
1.737800828749375e+000,4.463274e-002,2.568346e-002
1.778279410038922e+000,4.567237e-002,2.568346e-002
1.819700858609982e+000,4.673621e-002,2.568346e-002
1.862087136662866e+000,4.782484e-002,2.568346e-002
1.905460717963246e+000,4.893883e-002,2.568346e-002
1.949844599758044e+000,5.007876e-002,2.568346e-002
1.995262314968878e+000,5.124524e-002,2.568346e-002
2.041737944669527e+000,5.243890e-002,2.568346e-002
2.089296130854037e+000,5.366035e-002,2.568346e-002
2.137962089502230e+000,5.491026e-002,2.568346e-002
2.187761623949550e+000,5.618929e-002,2.568346e-002
2.238721138568337e+000,5.749810e-002,2.568346e-002
2.290867652767771e+000,5.883741e-002,2.568346e-002
2.344228815319919e+000,6.020791e-002,2.568346e-002
2.398832919019488e+000,6.161033e-002,2.568346e-002
2.454708915685028e+000,6.304542e-002,2.568346e-002
2.511886431509577e+000,6.451394e-002,2.568346e-002
2.570395782768860e+000,6.601666e-002,2.568346e-002
2.630267991895378e+000,6.755438e-002,2.568346e-002
2.691534803926912e+000,6.912792e-002,2.568346e-002
2.754228703338163e+000,7.073812e-002,2.568346e-002
2.818382931264450e+000,7.238583e-002,2.568346e-002
2.884031503126602e+000,7.407191e-002,2.568346e-002
2.951209226666381e+000,7.579727e-002,2.568346e-002
3.019951720402012e+000,7.756281e-002,2.568346e-002
3.090295432513586e+000,7.936948e-002,2.568346e-002
3.162277660168374e+000,8.121824e-002,2.568346e-002
3.235936569296277e+000,8.311005e-002,2.568346e-002
3.311311214825905e+000,8.504593e-002,2.568346e-002
3.388441561392020e+000,8.702690e-002,2.568346e-002
3.467368504525310e+000,8.905402e-002,2.568346e-002
3.548133892335748e+000,9.112836e-002,2.568346e-002
3.630780547701007e+000,9.325100e-002,2.568346e-002
3.715352290971719e+000,9.542310e-002,2.568346e-002
3.801893963205605e+000,9.764579e-002,2.568346e-002
3.890451449942799e+000,9.992025e-002,2.568346e-002
3.981071705534965e+000,1.022477e-001,2.568346e-002
4.073802778041119e+000,1.046294e-001,2.568346e-002
4.168693834703346e+000,1.070665e-001,2.568346e-002
4.265795188015918e+000,1.095604e-001,2.568346e-002
