0.78
0.9
0.78
0.85
0.88
0.96
0.88
0.95
0.72
0.83
0.86
0.82
0.7
0.89
0.87
0.93
0.91
0.95
0.96
0.98
0.94
0.99
0.95
0.79
0.9
1
0.95
0.87
0.94
0.82
0.94
0.89
0.89
0.95
0.95
0.94
1.04
0.96
0.93
0.92
0.93
0.84
0.99
0.95
0.99
0.9
0.95
0.9
0.92
0.94
0.82
0.97
0.99
0.9
0.95
1
0.88
0.79
0.95
1.05
1.02
0.93
1.01
0.97
0.93
0.9
0.84
1
0.9
0.96
1.08
0.95
0.93
0.95
0.83
0.9
0.88
0.78
0.93
0.96
0.86
0.86
0.86
0.89
0.97
0.9
0.97
0.91
0.88
0.92
0.96
0.87
1
0.9
0.93
1.08
0.94
1
0.95
0.97
1
0.88
0.94
0.93
0.97
0.91
0.85
0.79
0.91
0.97
0.95
0.9
0.89
1.01
0.91
0.87
0.92
0.93
0.98
0.89
0.88
0.86
0.78
0.92
0.87
0.93
0.94
0.89
1.04
1
1
0.86
0.95
0.96
0.95
0.86
0.98
0.88
0.95
1
0.88
0.91
0.85
0.96
0.88
0.89
0.81
0.83
0.95
0.93
0.87
0.9
0.98
0.96
0.82
0.94
1
0.9
0.94
0.95
1.07
0.82
0.86
0.89
0.86
0.84
1.09
1.02
1.12
1.02
0.97
0.93
0.97
0.95
0.96
0.96
0.93
0.97
0.94
0.87
0.96
0.89
0.98
0.92
0.96
0.83
0.97
0.86
0.95
1
0.91
0.95
0.89
0.94
0.89
0.88
0.89
0.87
0.86
0.9
