33.2753623188406,1.66376811594203,15.7,0.521
38.1818181818182,1.90909090909091,14.37,0.4811
56,2.8,9.94,0.3482
82,4.1,7.3,0.269
120,6,5.66,0.2198
202,10.1,3.35,0.1505
