Intercept,X1,dA,dB,epsilon,delta,Intercept,X1,dA,dB,k,dk
-0.023909287492471,0.026710190218368,0.00992685315694239,0.00189810102539771,0.895137297675594,0.435261377192937,-3.93304468037742,2.49929868348816,0.0986866030519787,0.162631527436976,0.0000228264658621223,0.00000619158504928699
