47000,-13.12,0.01,9.54,0.01,0.44,0.001,0,0.00001,-0.433,0.001,9.05,0.01,13.5,0.01,0,0.00001,13.15,0.01,46600,100
10000,-12.85,0.01,9.55,0.01,0.583,0.001,0.0003,0.0001,-0.586,0.001,8.88,0.01,13.33,0.01,0,0.0001,12.78,0.01,9860,10
1000,-10.13,0.01,9.56,0.01,1670,10,0.0013,0.0001,-1640,10,7.8,0.01,11.69,0.01,0.0001,0.0001,10.06,0.01,980,1
